Name,Email,Country,City,Graduation Year,Latitude,Longitude
Justin Hodge MD,martinezandrea@greene.com,Italy,Shanefurt,2013,-9.495511812584581,141.2848791868684
Scott Stanley,simmonsgary@yahoo.com,Fiji,Rosalesview,2019,28.38351739445703,-3.9729620488646162
Daniel White,opatterson@yahoo.com,Kazakhstan,Bradleystad,2019,-16.862185422768277,31.198879762919574
Brian Liu,taylorcharles@meyer-romero.biz,Venezuela,Lake Shannonhaven,2015,-21.884095134725342,-11.67419572908861
Keith Merritt,wweaver@gmail.com,Ghana,Kimburgh,2009,-11.567587121497041,-133.76181014641492
Danielle Collier,mark49@gmail.com,Turkey,Elliottfurt,2005,75.887309853945,-94.98346852811801
Elizabeth Carroll,davidroberts@west.org,South Africa,New Mariah,2015,5.690017808815625,-47.42248383696716
Kevin Quinn,salinaskaitlin@freeman-brewer.com,Argentina,Manuelport,2017,79.13232263733889,-145.0265464640081
Katherine Brown,samuelperez@smith.com,Switzerland,West Frederickside,2022,48.974160018588066,-43.18984532238869
Shirley Lucas,pbarrett@yahoo.com,Ghana,Rachelside,2008,-17.739762212373464,147.2270917593525
Brandon Kim,kirsten06@gmail.com,Taiwan,West Ambershire,2009,88.39998108309462,-4.358744703750318
Lauren Khan,hferguson@scott-miller.net,Poland,Mckenzieshire,2014,-14.913929317065879,28.84654253424665
Jennifer Tucker,williamdunlap@mason.net,United States,Yuside,2018,-84.39968384650568,57.62756698269803
Kevin Reynolds,mbrown@smith.net,Russia,Michaelchester,2006,57.244485045708245,-174.06492894597218
David Wells,burtondeborah@hotmail.com,Indonesia,Port Rebecca,2005,-56.84922267294799,-40.891585328191724
Joe Morrison,gmartinez@stuart.com,Japan,Lake Paul,2008,-51.99064457659725,-98.96040082662823
Christopher Reid,sarah39@gmail.com,Turkey,Thomaschester,2011,21.390192284566396,90.01165098038138
Christopher Park,georgestone@yahoo.com,Paraguay,Port Omarborough,2024,-89.31028476444403,-46.69640520280919
Mrs. Jessica Gonzales,moorechristopher@price.org,Peru,Tuckerchester,2020,-21.830753191256917,-112.78152114888644
Michael Mckee,williamskevin@mathis.com,Paraguay,New Cassandra,2020,85.17853819923164,67.53695617445214
Holly Johnson,parkamber@gmail.com,Thailand,Kennedyberg,2013,81.50579131606318,82.8042095988223
Marcus Snow,katrinaellis@patterson-walker.net,Israel,Kristinaborough,2007,-81.58041664427698,83.42949817745023
Seth Good,kelly46@gmail.com,South Korea,Lake Emily,2008,-29.817786520519604,-153.81355241772263
Kimberly Barron,daviskelli@hardy-bowers.com,United Kingdom,Lake Chelseahaven,2011,-41.104281687576844,-173.8477985566973
Jacqueline Russell,corteztammy@logan-clayton.org,Germany,Lake Ashley,2010,16.36955918594363,-20.36212182719811
Lori Jones,jkelly@gmail.com,Brazil,West Erica,2014,36.52939410032256,-148.04308758271068
Cindy Anderson,sdouglas@hotmail.com,Kenya,Benjaminfurt,2011,-68.7628735086222,72.02286759432798
Nicholas Evans,scarter@gmail.com,Cambodia,Russomouth,2013,-21.977415383881137,-26.912852253987438
Nancy Miller,obriencharles@miller.biz,Argentina,Port Danielleton,2005,-52.54753980450899,154.00313717856704
Christine Johnson,ryangutierrez@yahoo.com,Thailand,New Sarahmouth,2021,-46.696641659037184,-119.9600352462641
Dana Meza,elizabethjones@russell.com,India,Taylortown,2024,-67.27054295610091,23.229124602546904
Jeremy Ryan,chad15@hall.net,Venezuela,West Parker,2011,-14.797324477515815,120.47956697420983
Stefanie Bates,tyler46@mcintyre.info,Thailand,Valeriefurt,2005,-55.56313808298074,-122.80015828668226
Vincent Robbins,kerri90@ramos.com,New Zealand,North Meganfort,2015,19.585769133054427,119.04337618496214
Lisa Cox,donaldsmith@yahoo.com,Philippines,Ariaston,2020,14.79061256002204,173.34872423120385
Richard Wiggins,tatelinda@yahoo.com,South Africa,South Aaronborough,2020,16.38066388975787,-12.683661160877989
Jessica Riddle MD,cynthiagill@yahoo.com,Russia,Simmonstown,2021,-40.853931609859465,73.10223634668978
Brian Bernard,gdavid@lewis-waller.com,Canada,Jamieview,2008,16.848661405250226,-99.16280411731148
Brandi Rodriguez,shannonwatkins@juarez.com,Japan,East Robertstad,2020,-78.60833097876821,-63.29477887532374
Renee Schwartz,afranklin@calhoun-hernandez.com,Nigeria,Perryhaven,2008,-87.19849388116499,-154.9795467682098
Angela Stanley,sharon66@maxwell-hubbard.com,France,Fergusonbury,2014,12.285068831443866,-90.90827292584504
Margaret Gregory,johnstonjason@shaffer.com,Switzerland,South Catherine,2009,-81.06145755033796,151.60650832269783
Brandi Johnson,spencer61@larson-phillips.com,Argentina,New Julieville,2009,49.0015173296411,174.83025836847668
Kaitlyn Thompson,ortizdonald@mckinney.com,United Kingdom,South James,2012,29.22928160805735,71.40140501144268
Jessica Lowe,macdonaldmatthew@foster-lee.net,Nigeria,Port Christine,2010,33.87730761551495,176.1103699344264
Jason Haas,paynecarrie@miller.net,South Korea,Port Tammyborough,2005,87.68324642457213,124.64588528357422
Rachel Turner,careyjennifer@brown.com,India,Reedfort,2015,79.07636007354986,-54.0676453659905
Luke Ruiz,jack02@yahoo.com,South Korea,Shelbybury,2024,-78.47813713151768,-162.01500252083713
Kaitlin White,ibrown@ortega-gilbert.info,Hungary,Lake Laurenland,2016,-72.42284465571188,-29.849423118112043
Melissa Golden,hallalexandria@gregory.com,Brazil,Josephstad,2008,-69.24161494472926,75.79103399259634
Jennifer Fisher,nicholscarrie@gmail.com,Singapore,Arnoldchester,2006,22.028443285446457,-105.42148037489748
Jennifer Carlson,darlene83@hotmail.com,Russia,Justinland,2012,-26.744229007205703,-149.43540723753352
Patricia Payne,awhitehead@woodard-martin.info,Ethiopia,Espinozaside,2020,-16.81420947708635,56.027974907241486
Elizabeth Perez,hcarter@shields.com,Puerto Rico,Laurenborough,2009,-40.551077142489966,-37.03916003441208
Debbie Wilson,sullivanvalerie@yahoo.com,South Africa,Jeffreychester,2018,-42.71122404634563,-51.97671192002676
Christy Smith,millercraig@hotmail.com,South Africa,East Tracy,2014,2.9942064881091426,58.21650964210883
Charles Bonilla,yumadison@fox.biz,Argentina,Wrightbury,2016,31.050935744989033,-10.898105324167602
Nathaniel Mitchell,charles86@martin.com,Canada,Annbury,2017,-0.06335943106699915,-162.34519486070707
Ms. Sara Taylor,teresa55@gmail.com,Fiji,Lake Deborahfort,2013,26.19521753675086,-1.5668147366691585
Jesse Johnson,bookernicholas@ferguson.com,Germany,Morganside,2010,-11.78094454139152,113.2438023072429
James Haley,mackamanda@yahoo.com,France,North Joshua,2022,53.97307971874338,-174.85340784325678
Christopher Smith,oscar71@aguilar.net,South Africa,Lanceshire,2006,-34.482532835947964,-174.254117757458
Brandi Gutierrez,dalexander@hotmail.com,Uruguay,Davidberg,2014,-25.454825162968007,8.025259474054792
Brian Fields,vcox@smith.com,Mexico,Hendrixhaven,2009,-73.11060851832846,9.547764430124545
Tabitha Bell,whitesara@hotmail.com,Japan,Lake Davidbury,2019,-86.82772812975061,116.73219484937556
Michael Porter,jennifer01@yahoo.com,South Africa,Lake Jilltown,2014,-51.56663285271075,-75.77150339030726
Laurie Butler,alyssa39@yahoo.com,South Africa,East William,2006,54.7871406905073,-65.4750147671786
James Mccormick,hannarobert@thomas.com,Paraguay,North Peterberg,2013,-22.566686119170456,-2.752285903662141
Justin Lawson,matthewgrant@mitchell.com,South Korea,Lake Kathleen,2016,-79.25712018583275,1.9842136112584114
Robert Yang,ylara@ortiz-herman.org,Switzerland,Matthewmouth,2008,-89.03839532617825,92.21612453468532
Jeffrey Boyd,teresa10@hotmail.com,Canada,Theresaberg,2010,-46.00840874062519,156.38722885726236
Alejandro Sherman,kathleenschultz@robertson.com,Turkey,Bradleyton,2024,-85.07262681216862,47.197947324603575
Shannon Cohen,amanda64@smith.info,Ghana,Johnsonfort,2012,-78.56126419398915,109.38638807931596
Ashley Black,mary60@franklin.com,Puerto Rico,Jordanport,2009,21.848245851015207,-14.523677100376915
James Obrien,nmolina@hotmail.com,Canada,Jaimeville,2024,19.336478224926196,-140.35761885660963
Mario Carr,colleen35@quinn-cisneros.com,Germany,East Samuel,2005,30.750785038412346,20.40052691110438
Robert Hamilton,ybrown@hotmail.com,Cambodia,Hughesmouth,2010,53.34316353934602,-32.774492217608326
Krystal Swanson,hlawson@wilkerson.com,Indonesia,Lake Marie,2013,-75.94458213198473,115.10723702373463
Joshua Sosa Jr.,earl29@wright.com,Russia,Marquezborough,2018,72.78938750717208,72.98648603712678
Samuel Lee,bushandrea@bishop-davis.net,Russia,South Natalie,2024,17.511752153643997,-108.49168790072818
Sarah Williamson,amberherrera@gmail.com,Puerto Rico,North Sandraborough,2017,-60.60644323957115,-96.59484574999955
Tara Santana,megan13@yahoo.com,Australia,Pooleberg,2008,-21.305570534396367,-45.173316938023106
Bobby Pena,stephaniejohnson@gmail.com,Singapore,New Jamesfort,2014,-12.435534764815372,-151.1466982659308
Brandon Russell,zwashington@hotmail.com,Uruguay,Shannonside,2005,44.42920320424852,-59.60893757948739
Diana Alvarado DDS,murphysherry@green.com,Indonesia,Arnoldburgh,2015,-64.96820978673966,-101.84571342131545
Michael Liu,justindecker@yahoo.com,Mexico,Melissahaven,2015,7.2854428450486495,-74.42665845794697
Larry Gomez,franklinjessica@gmail.com,India,South Shannon,2011,18.746780623520692,177.85460134380196
Samuel Johns,john43@taylor-briggs.com,Japan,Emilyberg,2006,-18.025851396093202,-141.35510226962384
Jill Price,mparks@mann.com,Puerto Rico,Milesville,2017,54.01159653333025,18.260547259719374
Alicia Johnson,megandavis@hotmail.com,Nepal,Dustinborough,2009,63.47144190321367,-2.2631320227542346
Travis Butler,stevensjames@gmail.com,Ghana,Alyssaborough,2019,13.407131513724266,-174.10703717833997
Madison Hines,laura47@gonzalez.info,Turkey,Lake Andrew,2024,-42.31042028392517,75.33260440212803
Destiny Barnes,stevenortega@holloway-brown.com,Sri Lanka,North Paul,2022,-0.684711698646467,157.47275374805275
Lisa Bennett,thomasdevon@richardson-short.com,Nepal,Garciabury,2019,51.49246339957577,32.59753014126261
Jamie Brown,salazarpatricia@yang-velez.com,Nigeria,North Melissaland,2022,-3.032685455136672,-125.88362672505733
Brittney Park,fbaker@rodriguez.com,Thailand,Burnsville,2009,28.114450132892586,-21.9073210555714
Kelly Hughes,gdiaz@gmail.com,South Africa,Lawsonport,2019,-81.13761894161065,-161.75865022323444
Erik Christensen,david22@gmail.com,Taiwan,East Melissafort,2024,83.0539992992932,23.057445632148585
Chelsea Wagner,wilsonmanuel@howard.net,Nigeria,Lake Maria,2009,33.88225914269147,-32.94891975972169
Angela Robbins,brandon60@garcia-crosby.biz,Denmark,Kevinfort,2014,68.18789413609056,-55.83559506944228
April Mooney,qtran@webster-garcia.net,Canada,Port Allisonfurt,2005,47.387618217346045,-97.05153579022934
Christina Trujillo,nunezcharles@steele.info,France,Sharpville,2009,27.00197967282689,-82.23380020688487
Ashley Bryan,georgetracie@smith-perez.com,Kenya,Patriciaside,2021,-16.214776987071446,-166.8693789273446
Lisa Rios,angie90@campbell-miller.com,Vietnam,North Cindy,2009,74.35767889672019,-52.120310082873374
Jessica Deleon,zgutierrez@yahoo.com,Mexico,Jeffreyhaven,2015,9.943453150434564,-111.39491615270889
Tina Gregory,wrightcheryl@yahoo.com,Germany,East Jennifer,2009,-51.44376829338803,-93.11316429043654
Gregory Cortez,smithcorey@mckenzie.com,Venezuela,Stevensview,2023,-41.756021034563545,-115.83111787542838
James Kidd,andrew20@lin.com,United Kingdom,West Danielview,2017,89.17017770266798,167.5151450974647
David Nelson Jr.,seanrose@johnston.com,Sri Lanka,Munozfurt,2012,4.146746252125098,162.78273668508302
Adriana Barber,mariemcfarland@gmail.com,Venezuela,New Benjamin,2014,52.513524031600866,167.45671159857636
Brianna Steele,patricia31@atkins.com,New Zealand,Lake Aprilstad,2023,64.73970345847522,-153.10612998504257
Michael Bryant,andrew50@smith-kramer.com,Vietnam,Freemanview,2008,87.83659921450018,75.27879394068796
Brandi Brown DDS,francessexton@hotmail.com,Russia,South Josephton,2020,-32.93940601184653,57.35808350807437
Gerald Johnson,riggsmichael@yahoo.com,Poland,Phillipsborough,2015,-55.89363110105506,-29.21548898831793
Todd Griffin,megancox@gmail.com,Nigeria,Lake Angela,2009,13.159802119780977,86.61440945630329
Briana Anderson,vrandall@martinez.com,India,Georgestad,2020,22.4729796366493,81.77487079845423
Joseph Allen,flemingrebecca@martinez-durham.com,Australia,Gregoryfurt,2023,-0.5470792109723135,63.28959783501389
Edward Jacobs,joshuaturner@yahoo.com,Nepal,Sototown,2009,-41.21606767470018,115.98674257710138
Elizabeth Smith,stevecarr@yahoo.com,Vietnam,Jensenmouth,2018,-25.229581043349384,140.67799164593197
Spencer Kelley,barbara14@martinez-day.com,Peru,North Amy,2009,-84.77468340538286,132.456878683966
Michelle Rodgers,jasmineandrews@holmes-walker.com,Philippines,Gutierrezberg,2019,66.1295330245477,-54.555668835387195
Martin Walker,wilsondorothy@yahoo.com,Paraguay,Lake William,2011,61.04974900294093,99.31610188470921
Lori Turner,mitchellbeth@jones.com,Denmark,Brianfort,2022,58.48634185244916,22.050051425970025
Tracy Galvan,ypatterson@saunders.info,Mexico,West Michael,2023,88.35502744002517,101.198473518995
Richard Martin,ssmith@hotmail.com,Sri Lanka,Martinezberg,2006,22.096549018236843,-162.77471618247162
Mark Hernandez,moralesalexander@gmail.com,Philippines,North Ashleyberg,2023,-58.28460141872957,130.46795930785322
William Alexander,devonvaughn@robinson.com,Uruguay,Castilloville,2018,57.88710805300664,-44.06153859199168
Keith Snyder,bethany84@hotmail.com,Venezuela,Huertaview,2021,-39.30182301196793,-151.27459076804186
Michelle Day,chase52@yahoo.com,Mexico,Port Angelaville,2016,86.84157161182165,-71.42618698172389
Joann Miller,juliemartinez@knight.biz,Israel,Aguilarfort,2008,43.934451598572394,-11.84514160207496
Donna Cortez,christopher18@yahoo.com,France,West Brendabury,2019,-37.50954320497507,98.68086062924016
Jonathon Harmon,ale@harris-brooks.com,Ethiopia,Port Danielside,2022,32.45417800435679,-139.95968187889522
Vincent Thomas,michaelhensley@yahoo.com,Philippines,North Lisabury,2008,-77.83467407368485,131.97834694149049
Regina Williams,wcline@wagner.info,Turkey,Brooksmouth,2007,-86.0285798388743,71.85307937631165
Albert Sawyer,denise04@yahoo.com,United Kingdom,Christinefurt,2008,43.16217162125079,169.93118709250865
Christopher Hayes,michaelcarter@davis.com,Russia,East Matthew,2019,68.76854654891827,-164.9854437057226
James Meza,jwerner@ayala.net,Philippines,Dannyhaven,2008,-63.3715992481663,2.850433378695328
Patrick Murray,cooperjuan@andrade-wheeler.com,Switzerland,Bradshawfort,2013,-8.394531947237908,24.484478067594836
Maria Franklin,samanthabest@gmail.com,Philippines,West Donna,2009,7.681387848018517,-46.342791842600775
Tiffany Murphy,bedwards@wells.org,Canada,Mariaside,2008,-13.747499134180785,-139.26551606638375
Tracy Cochran,antoniomiller@juarez.com,Venezuela,North Curtis,2014,34.47973652414608,-60.475645326001896
Ana Ortega,wendymitchell@brown.net,India,Stephaniechester,2016,-26.180249242465955,-178.3954663896792
Jacob Baker,ucontreras@gmail.com,Kenya,Patriciaville,2006,66.95217256607387,160.90735314697622
Cynthia Lane,nmejia@yahoo.com,Turkey,Lake Martinland,2017,-20.388223780029918,166.9570330568955
Justin Wilcox DVM,ambergrant@chung-ballard.info,Japan,North Peter,2021,-81.65630764904505,31.101716974514034
Amy Taylor,karenkim@garrison.com,France,Frankberg,2013,42.48124641176733,-136.32579152836422
Lacey Lambert,anthony47@yahoo.com,Fiji,Port Tinafurt,2010,88.68465822135818,-17.47300110956573
Steven Brown,ashleyhernandez@williams.info,Australia,Hardymouth,2018,52.80631900137814,-171.49190471907627
Joshua Reed,wendy67@gmail.com,Thailand,Greenberg,2011,21.36729078384151,34.45504676265594
Kimberly Cole,hfields@gmail.com,Nepal,Port Bradley,2007,-49.98588665096697,-172.49243334052167
Lisa James,mark46@smith.com,Vietnam,Kelseyview,2024,25.604413813650524,-162.66863053756268
Aaron Graves,jrodriguez@yahoo.com,Germany,Mosstown,2008,83.98912636871071,78.47712748555011
Laura Evans,milesdavid@gmail.com,Singapore,Lake William,2007,89.98083845488,35.379862365735136
Dalton Sanchez,qmoses@gmail.com,Germany,Kevintown,2019,82.32696112866702,-52.373019438783246
Brian Freeman,zgarcia@gmail.com,Taiwan,Elizabethview,2014,-82.46357149321707,-16.10395024585091
Lori Smith,andreabarr@campos.com,Argentina,North Kevin,2018,83.05977089372382,-13.2760011176955
Zachary Thornton,daniellesmith@christensen.org,Kazakhstan,Port Rhondafurt,2011,-53.892391632783585,141.54254949482208
Stacie Sanchez,wheelerkelly@hotmail.com,Nigeria,Charlesview,2018,35.316481859086494,-64.62532149926405
Rebecca Palmer,dkelly@gmail.com,Paraguay,Lamchester,2008,-22.188574512601193,57.497394273267616
Alexander Marshall,cmiller@yahoo.com,Paraguay,South Jonathanport,2008,35.27947501071385,109.02117932220858
Sharon Wheeler,jeffreyward@hotmail.com,Thailand,Tranton,2024,-20.629541404985602,159.75539524354485
Maria Miller,pbaker@hotmail.com,Uruguay,Armstronghaven,2020,41.97665154908063,25.685275545284554
Robert Cox,steelevalerie@gmail.com,Ghana,Justinfurt,2022,1.0108259232803078,-47.98883148986306
Brenda Robertson,melissacooper@yahoo.com,Singapore,Port Brittanyborough,2018,-83.80515449412296,-56.45514191129453
William Goodman,codylewis@gmail.com,Mexico,North Kimberly,2019,-81.6953356714364,-102.57738121131786
Erin Wilkinson,vanessa58@gmail.com,Indonesia,South Davidbury,2006,-58.84239642457378,7.634244493476842
Charles Ortega,adrian74@kennedy.info,United States,North Stevenhaven,2007,62.05708611318656,16.68521570000172
Teresa Martinez,summersmelinda@hotmail.com,Italy,Christopherstad,2015,-17.52761573759436,-21.18258540787241
Dennis Patel,adamslisa@hotmail.com,Brazil,South Joan,2015,30.86841102785158,72.0311436112917
Jessica Martinez,juliacline@ford.net,Singapore,North Carla,2017,29.388492306748347,-8.192228727783942
Gerald Evans,eric52@pierce-andersen.org,Puerto Rico,Thomastown,2018,-15.783276539408831,-144.9780139384688
Preston Spears,davenportlinda@brown.com,Germany,New Jessicamouth,2021,-18.476139154062125,-5.209787537360597
Elizabeth Price,john71@sullivan.info,Cambodia,North Chadfort,2018,30.60608821507293,-63.08198852146407
Ricky Cole,peggycollier@hotmail.com,South Africa,West Gary,2023,74.97499677941622,-81.58324389659617
Sandra Roberts,alison01@walker.com,Hungary,New Evanburgh,2012,-85.4949342286435,155.63649700665275
